"indicator_name","column_name"
"Prevalence of severe wasting, weight for height (% of children under 5)","prevalence_of_severe_wasting_weight_for_height_pct_of_childre"
"Prevalence of severe wasting, weight for height, female (% of children under 5)","prevalence_of_severe_wasting_weight_for_height_female_pct_of_"
"Prevalence of severe wasting, weight for height, male (% of children under 5)","prevalence_of_severe_wasting_weight_for_height_male_pct_of_ch"
"Prevalence of stunting, height for age, female (% of children under 5)","prevalence_of_stunting_height_for_age_female_pct_of_children_"
"Prevalence of stunting, height for age, male (% of children under 5)","prevalence_of_stunting_height_for_age_male_pct_of_children_un"
"Prevalence of underweight, weight for age, female (% of children under 5)","prevalence_of_underweight_weight_for_age_female_pct_of_childr"
"Prevalence of underweight, weight for age, male (% of children under 5)","prevalence_of_underweight_weight_for_age_male_pct_of_children"
"Prevalence of wasting, weight for height, female (% of children under 5)","prevalence_of_wasting_weight_for_height_female_pct_of_childre"
"Prevalence of wasting, weight for height, male (% of children under 5)","prevalence_of_wasting_weight_for_height_male_pct_of_children_"
"Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)","proportion_of_population_pushed_below_the_2_15_2017_ppp_pover"
"Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)","proportion_of_population_pushed_below_the_3_65_2017_ppp_pover"
"Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%)","proportion_of_population_pushed_below_the_60pct_median_consum"
"Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)","proportion_of_population_pushed_further_below_the_2_15_2017_p"
"Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)","proportion_of_population_pushed_further_below_the_3_65_2017_p"
"Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health expenditure (%)","proportion_of_population_pushed_further_below_the_60pct_median"
"Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)","proportion_of_population_pushed_or_further_pushed_below_the_2"
"Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)","proportion_of_population_pushed_or_further_pushed_below_the_3"
"Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%)","proportion_of_population_pushed_or_further_pushed_below_the_60"
"Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)","proportion_of_population_spending_more_than_10pct_of_househol"
"Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%)","proportion_of_population_spending_more_than_25pct_of_househol"
"International migrant stock (% of population)","international_migrant_stock_pct_of_population"
"Land area where elevation is below 5 meters (% of total land area)","land_area_where_elevation_is_below_5_meters_pct_of_total_land"
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","pm2_5_air_pollution_population_exposed_to_levels_exceeding_wh"
"Population living in areas where elevation is below 5 meters (% of total population)","population_living_in_areas_where_elevation_is_below_5_meters_"
"Rural land area (sq. km)","rural_land_area_sq_km"
"Rural land area where elevation is below 5 meters (% of total land area)","rural_land_area_where_elevation_is_below_5_meters_pct_of_tota"
"Rural land area where elevation is below 5 meters (sq. km)","rural_land_area_where_elevation_is_below_5_meters_sq_km"
"Rural population living in areas where elevation is below 5 meters (% of total population)","rural_population_living_in_areas_where_elevation_is_below_5_m"
"Urban land area (sq. km)","urban_land_area_sq_km"
"Urban land area where elevation is below 5 meters (% of total land area)","urban_land_area_where_elevation_is_below_5_meters_pct_of_tota"
"Urban land area where elevation is below 5 meters (sq. km)","urban_land_area_where_elevation_is_below_5_meters_sq_km"
"Urban population living in areas where elevation is below 5 meters (% of total population)","urban_population_living_in_areas_where_elevation_is_below_5_m"
"Completeness of death registration with cause-of-death information (%)","completeness_of_death_registration_with_cause_of_death_inform"
"Nurses and midwives (per 1,000 people)","nurses_and_midwives_per_1000_people"
"Community health workers (per 1,000 people)","community_health_workers_per_1000_people"
"Demand for family planning satisfied by modern methods (% of married women with demand for family planning)","demand_for_family_planning_satisfied_by_modern_methods_pct_of"
"Adults (ages 15+) and children (ages 0-14) newly infected with HIV","adults_ages_15_and_children_ages_0_14_newly_infected_with_hiv"
"Adults (ages 15-49) newly infected with HIV","adults_ages_15_49_newly_infected_with_hiv"
"Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e)","carbon_dioxide_co2_net_fluxes_from_lulucf_deforestation_mt_co2"
"Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e)","carbon_dioxide_co2_net_fluxes_from_lulucf_forest_land_mt_co2e"
"Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e)","carbon_dioxide_co2_net_fluxes_from_lulucf_organic_soil_mt_co2"
"Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e)","carbon_dioxide_co2_net_fluxes_from_lulucf_other_land_mt_co2e"
"Children (0-14) living with HIV","children_0_14_living_with_hiv"
"Children (ages 0-14) newly infected with HIV","children_ages_0_14_newly_infected_with_hiv"
"Energy intensity level of primary energy (MJ/$2017 PPP GDP)","energy_intensity_level_of_primary_energy_mj_2017_ppp_gdp"
"Intentional homicides, female (per 100,000 female)","intentional_homicides_female_per_100000_female"
"Intentional homicides, male (per 100,000 male)","intentional_homicides_male_per_100000_male"
"Total greenhouse gas emissions including LULUCF (Mt CO2e)","total_greenhouse_gas_emissions_including_lulucf_mt_co2e"
"Young people (ages 15-24) newly infected with HIV","young_people_ages_15_24_newly_infected_with_hiv"
"Individuals using the Internet (% of population)","individuals_using_the_internet_pct_of_population"
"Medium and high-tech exports (% manufactured exports)","medium_and_high_tech_exports_pct_manufactured_exports"
"Medium and high-tech manufacturing value added (% manufacturing value added)","medium_and_high_tech_manufacturing_value_added_pct_manufactur"
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","pm2_5_pollution_population_exposed_to_levels_exceeding_who_in__1"
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)","pm2_5_pollution_population_exposed_to_levels_exceeding_who_in__2"
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)","pm2_5_pollution_population_exposed_to_levels_exceeding_who_in__3"
"Adjusted net savings, excluding particulate emission damage (current US$)","adjusted_net_savings_excluding_particulate_emission_damage_cur"
"Adjusted net savings, including particulate emission damage (current US$)","adjusted_net_savings_including_particulate_emission_damage_cur"
"Adjusted savings: particulate emission damage (current US$)","adjusted_savings_particulate_emission_damage_current_us"
"GDP deflator: linked series (base year varies by country)","gdp_deflator_linked_series_base_year_varies_by_country"
"GDP: linked series (current LCU)","gdp_linked_series_current_lcu"
"GNI: linked series (current LCU)","gni_linked_series_current_lcu"
"Households and NPISHs final consumption expenditure: linked series (current LCU)","households_and_npishs_final_consumption_expenditure_linked_ser"
"Inflation, GDP deflator: linked series (annual %)","inflation_gdp_deflator_linked_series_annual_pct"
"PPP conversion factor, GDP (LCU per international $)","ppp_conversion_factor_gdp_lcu_per_international"
"Price level ratio of PPP conversion factor (GDP) to market exchange rate","price_level_ratio_of_ppp_conversion_factor_gdp_to_market_exch"
"PPP conversion factor, private consumption (LCU per international $)","ppp_conversion_factor_private_consumption_lcu_per_internationa"
"Intentional homicides (per 100,000 people)","intentional_homicides_per_100000_people"
"Investment in ICT with private participation (current US$)","investment_in_ict_with_private_participation_current_us"
"Public private partnerships investment in ICT (current US$)","public_private_partnerships_investment_in_ict_current_us"
"S&P Global Equity Indices (annual % change)","s_p_global_equity_indices_annual_pct_change"
"Investment in water and sanitation with private participation (current US$)","investment_in_water_and_sanitation_with_private_participation"
"Public private partnerships investment in water and sanitation (current US$)","public_private_partnerships_investment_in_water_and_sanitation"
"Female headed households (% of households with a female head)","female_headed_households_pct_of_households_with_a_female_head"
"International tourism, expenditures (% of total imports)","international_tourism_expenditures_pct_of_total_imports"
"International tourism, expenditures (current US$)","international_tourism_expenditures_current_us"
"International tourism, expenditures for passenger transport items (current US$)","international_tourism_expenditures_for_passenger_transport_ite"
"International tourism, expenditures for travel items (current US$)","international_tourism_expenditures_for_travel_items_current_us"
"International tourism, number of arrivals","international_tourism_number_of_arrivals"
"International tourism, receipts (% of total exports)","international_tourism_receipts_pct_of_total_exports"
"International tourism, receipts (current US$)","international_tourism_receipts_current_us"
"International tourism, receipts for passenger transport items (current US$)","international_tourism_receipts_for_passenger_transport_items_c"
"International tourism, receipts for travel items (current US$)","international_tourism_receipts_for_travel_items_current_us"
"Railways, goods transported (million ton-km)","railways_goods_transported_million_ton_km"
"International tourism, number of departures","international_tourism_number_of_departures"
"Railways, passengers carried (million passenger-km)","railways_passengers_carried_million_passenger_km"
"Consumption of iodized salt (% of households)","consumption_of_iodized_salt_pct_of_households"
"Condom use, population ages 15-24, female (% of females ages 15-24)","condom_use_population_ages_15_24_female_pct_of_females_ages_1"
"Condom use, population ages 15-24, male (% of males ages 15-24)","condom_use_population_ages_15_24_male_pct_of_males_ages_15_24"
"Net bilateral aid flows from DAC donors, Greece (current US$)","net_bilateral_aid_flows_from_dac_donors_greece_current_us"
"Scientific and technical journal articles","scientific_and_technical_journal_articles"
"Research and development expenditure (% of GDP)","research_and_development_expenditure_pct_of_gdp"
"Researchers in R&D (per million people)","researchers_in_r_d_per_million_people"
"Technicians in R&D (per million people)","technicians_in_r_d_per_million_people"
"Binding coverage, all products (%)","binding_coverage_all_products_pct"
"Binding coverage, manufactured products (%)","binding_coverage_manufactured_products_pct"
"Binding coverage, primary products (%)","binding_coverage_primary_products_pct"
"Bound rate, simple mean, all products (%)","bound_rate_simple_mean_all_products_pct"
"Bound rate, simple mean, manufactured products (%)","bound_rate_simple_mean_manufactured_products_pct"
"Bound rate, simple mean, primary products (%)","bound_rate_simple_mean_primary_products_pct"
"Proportion of seats held by women in national parliaments (%)","proportion_of_seats_held_by_women_in_national_parliaments_pct"
"School enrollment, secondary, private (% of total secondary)","school_enrollment_secondary_private_pct_of_total_secondary"
"Net intake rate in grade 1 (% of official school-age population)","net_intake_rate_in_grade_1_pct_of_official_school_age_populat"
"Trained teachers in primary education (% of total teachers)","trained_teachers_in_primary_education_pct_of_total_teachers"
"Trained teachers in primary education, female (% of female teachers)","trained_teachers_in_primary_education_female_pct_of_female_tea"
"Trained teachers in primary education, male (% of male teachers)","trained_teachers_in_primary_education_male_pct_of_male_teacher"
"Government expenditure per student, secondary (% of GDP per capita)","government_expenditure_per_student_secondary_pct_of_gdp_per_c"
"Current education expenditure, primary (% of total expenditure in primary public institutions)","current_education_expenditure_primary_pct_of_total_expenditur"
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)","current_education_expenditure_secondary_pct_of_total_expenditu"
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","current_education_expenditure_tertiary_pct_of_total_expenditu"
"Current education expenditure, total (% of total expenditure in public institutions)","current_education_expenditure_total_pct_of_total_expenditure_"
"Government expenditure per student, primary (% of GDP per capita)","government_expenditure_per_student_primary_pct_of_gdp_per_cap"
"Net intake rate in grade 1, female (% of official school-age population)","net_intake_rate_in_grade_1_female_pct_of_official_school_age_"
"Net intake rate in grade 1, male (% of official school-age population)","net_intake_rate_in_grade_1_male_pct_of_official_school_age_po"
"Trained teachers in lower secondary education (% of total teachers)","trained_teachers_in_lower_secondary_education_pct_of_total_tea"
"Trained teachers in lower secondary education, female (% of female teachers)","trained_teachers_in_lower_secondary_education_female_pct_of_fe"
"Trained teachers in lower secondary education, male (% of male teachers)","trained_teachers_in_lower_secondary_education_male_pct_of_male"
"Trained teachers in secondary education (% of total teachers)","trained_teachers_in_secondary_education_pct_of_total_teachers"
"Trained teachers in secondary education, female (% of female teachers)","trained_teachers_in_secondary_education_female_pct_of_female_t"
"Trained teachers in secondary education, male (% of male teachers)","trained_teachers_in_secondary_education_male_pct_of_male_teach"
"Trained teachers in upper secondary education (% of total teachers)","trained_teachers_in_upper_secondary_education_pct_of_total_tea"
"Trained teachers in upper secondary education, female (% of female teachers)","trained_teachers_in_upper_secondary_education_female_pct_of_fe"
"Trained teachers in upper secondary education, male (% of male teachers)","trained_teachers_in_upper_secondary_education_male_pct_of_male"
"Rail lines (total route-km)","rail_lines_total_route_km"
"Trained teachers in preprimary education (% of total teachers)","trained_teachers_in_preprimary_education_pct_of_total_teachers"
"Trained teachers in preprimary education, female (% of female teachers)","trained_teachers_in_preprimary_education_female_pct_of_female_"
"Trained teachers in preprimary education, male (% of male teachers)","trained_teachers_in_preprimary_education_male_pct_of_male_teac"
"Control of Corruption: Estimate","control_of_corruption_estimate"
"Control of Corruption: Number of Sources","control_of_corruption_number_of_sources"
"Control of Corruption: Percentile Rank","control_of_corruption_percentile_rank"
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval","control_of_corruption_percentile_rank_lower_bound_of_90pct_co"
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval","control_of_corruption_percentile_rank_upper_bound_of_90pct_co"
"Control of Corruption: Standard Error","control_of_corruption_standard_error"
"Government Effectiveness: Estimate","government_effectiveness_estimate"
"Government Effectiveness: Number of Sources","government_effectiveness_number_of_sources"
"Government Effectiveness: Percentile Rank","government_effectiveness_percentile_rank"
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval","government_effectiveness_percentile_rank_lower_bound_of_90pct"
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval","government_effectiveness_percentile_rank_upper_bound_of_90pct"
"Government Effectiveness: Standard Error","government_effectiveness_standard_error"
"Political Stability and Absence of Violence/Terrorism: Estimate","political_stability_and_absence_of_violence_terrorism_estimate"
"Political Stability and Absence of Violence/Terrorism: Number of Sources","political_stability_and_absence_of_violence_terrorism_number_o"
"Political Stability and Absence of Violence/Terrorism: Percentile Rank","political_stability_and_absence_of_violence_terrorism_percenti_1"
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval","political_stability_and_absence_of_violence_terrorism_percenti_2"
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval","political_stability_and_absence_of_violence_terrorism_percenti_3"
"Political Stability and Absence of Violence/Terrorism: Standard Error","political_stability_and_absence_of_violence_terrorism_standard"
"Regulatory Quality: Estimate","regulatory_quality_estimate"
"Regulatory Quality: Number of Sources","regulatory_quality_number_of_sources"
"Regulatory Quality: Percentile Rank","regulatory_quality_percentile_rank"
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","regulatory_quality_percentile_rank_lower_bound_of_90pct_confi"
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval","regulatory_quality_percentile_rank_upper_bound_of_90pct_confi"
"Regulatory Quality: Standard Error","regulatory_quality_standard_error"
"Rule of Law: Estimate","rule_of_law_estimate"
"Rule of Law: Number of Sources","rule_of_law_number_of_sources"
"Rule of Law: Percentile Rank","rule_of_law_percentile_rank"
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval","rule_of_law_percentile_rank_lower_bound_of_90pct_confidence_"
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval","rule_of_law_percentile_rank_upper_bound_of_90pct_confidence_"
"Rule of Law: Standard Error","rule_of_law_standard_error"
"Voice and Accountability: Estimate","voice_and_accountability_estimate"
"Voice and Accountability: Number of Sources","voice_and_accountability_number_of_sources"
"Voice and Accountability: Percentile Rank","voice_and_accountability_percentile_rank"
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval","voice_and_accountability_percentile_rank_lower_bound_of_90pct"
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval","voice_and_accountability_percentile_rank_upper_bound_of_90pct"
"Voice and Accountability: Standard Error","voice_and_accountability_standard_error"
"Children in employment, female (% of female children ages 7-14)","children_in_employment_female_pct_of_female_children_ages_7_14"
"Children in employment, male (% of male children ages 7-14)","children_in_employment_male_pct_of_male_children_ages_7_14"
"Children in employment, study and work (% of children in employment, ages 7-14)","children_in_employment_study_and_work_pct_of_children_in_emp"
"Children in employment, study and work, female (% of female children in employment, ages 7-14)","children_in_employment_study_and_work_female_pct_of_female_ch"
"Children in employment, study and work, male (% of male children in employment, ages 7-14)","children_in_employment_study_and_work_male_pct_of_male_child"
"Children in employment, total (% of children ages 7-14)","children_in_employment_total_pct_of_children_ages_7_14"
"Children in employment, work only (% of children in employment, ages 7-14)","children_in_employment_work_only_pct_of_children_in_employme"
"Children in employment, work only, female (% of female children in employment, ages 7-14)","children_in_employment_work_only_female_pct_of_female_childre"
"Children in employment, work only, male (% of male children in employment, ages 7-14)","children_in_employment_work_only_male_pct_of_male_children_in"
"Female genital mutilation prevalence (%)","female_genital_mutilation_prevalence_pct"
"Access to clean fuels and technologies for cooking (% of population)","access_to_clean_fuels_and_technologies_for_cooking_pct_of_pop"
"Access to clean fuels and technologies for cooking, rural (% of rural population)","access_to_clean_fuels_and_technologies_for_cooking_rural_pct_"
"Access to clean fuels and technologies for cooking, urban (% of urban population)","access_to_clean_fuels_and_technologies_for_cooking_urban_pct_"
"Antiretroviral therapy coverage (% of people living with HIV)","antiretroviral_therapy_coverage_pct_of_people_living_with_hiv"
"Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV)","antiretroviral_therapy_coverage_for_pmtct_pct_of_pregnant_wom"
"Asylum-seekers by country or territory of asylum","asylum_seekers_by_country_or_territory_of_asylum"
"Asylum-seekers by country or territory of origin","asylum_seekers_by_country_or_territory_of_origin"
"Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e)","carbon_dioxide_co2_net_fluxes_from_lulucf_total_excluding_non"
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","cause_of_death_by_communicable_diseases_and_maternal_prenatal"
"Cause of death, by injury (% of total)","cause_of_death_by_injury_pct_of_total"
"Cause of death, by non-communicable diseases (% of total)","cause_of_death_by_non_communicable_diseases_pct_of_total"
"Children with fever receiving antimalarial drugs (% of children under age 5 with fever)","children_with_fever_receiving_antimalarial_drugs_pct_of_child"
"Current health expenditure (% of GDP)","current_health_expenditure_pct_of_gdp"
"Current health expenditure per capita (current US$)","current_health_expenditure_per_capita_current_us"
"Current health expenditure per capita, PPP (current international $)","current_health_expenditure_per_capita_ppp_current_internationa"
"Domestic general government health expenditure (% of current health expenditure)","domestic_general_government_health_expenditure_pct_of_current"
"Domestic general government health expenditure (% of GDP)","domestic_general_government_health_expenditure_pct_of_gdp"
"Domestic general government health expenditure per capita (current US$)","domestic_general_government_health_expenditure_per_capita_curr"
"Domestic general government health expenditure per capita, PPP (current international $)","domestic_general_government_health_expenditure_per_capita_ppp"
"Domestic private health expenditure (% of current health expenditure)","domestic_private_health_expenditure_pct_of_current_health_expe"
"Domestic private health expenditure per capita (current US$)","domestic_private_health_expenditure_per_capita_current_us"
"Domestic private health expenditure per capita, PPP (current international $)","domestic_private_health_expenditure_per_capita_ppp_current_in"
"External health expenditure (% of current health expenditure)","external_health_expenditure_pct_of_current_health_expenditure"
"External health expenditure per capita (current US$)","external_health_expenditure_per_capita_current_us"
"External health expenditure per capita, PPP (current international $)","external_health_expenditure_per_capita_ppp_current_internation"
"ICT goods exports (% of total goods exports)","ict_goods_exports_pct_of_total_goods_exports"
"ICT goods imports (% total goods imports)","ict_goods_imports_pct_total_goods_imports"
"Incidence of malaria (per 1,000 population at risk)","incidence_of_malaria_per_1000_population_at_risk"
"Low-birthweight babies (% of births)","low_birthweight_babies_pct_of_births"
"Mortality caused by road traffic injury (per 100,000 population)","mortality_caused_by_road_traffic_injury_per_100000_population"
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","mortality_from_cvd_cancer_diabetes_or_crd_between_exact_ages_"
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)","mortality_from_cvd_cancer_diabetes_or_crd_between_exact_ages__f"
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)","mortality_from_cvd_cancer_diabetes_or_crd_between_exact_ages__m"
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","mortality_rate_attributed_to_unintentional_poisoning_per_10000"
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)","mortality_rate_attributed_to_unintentional_poisoning_female_pe"
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)","mortality_rate_attributed_to_unintentional_poisoning_male_per_"
"Out-of-pocket expenditure (% of current health expenditure)","out_of_pocket_expenditure_pct_of_current_health_expenditure"
"Out-of-pocket expenditure per capita (current US$)","out_of_pocket_expenditure_per_capita_current_us"
"Out-of-pocket expenditure per capita, PPP (current international $)","out_of_pocket_expenditure_per_capita_ppp_current_international"
"Population living in slums (% of urban population)","population_living_in_slums_pct_of_urban_population"
"Prevalence of anemia among children (% of children ages 6-59 months)","prevalence_of_anemia_among_children_pct_of_children_ages_6_59"
"Prevalence of anemia among non-pregnant women (% of women ages 15-49)","prevalence_of_anemia_among_non_pregnant_women_pct_of_women_age"
"Prevalence of anemia among pregnant women (%)","prevalence_of_anemia_among_pregnant_women_pct"
"Prevalence of anemia among women of reproductive age (% of women ages 15-49)","prevalence_of_anemia_among_women_of_reproductive_age_pct_of_wo"
"Prevalence of current tobacco use (% of adults)","prevalence_of_current_tobacco_use_pct_of_adults"
"Prevalence of current tobacco use, females (% of female adults)","prevalence_of_current_tobacco_use_females_pct_of_female_adults"
"Prevalence of current tobacco use, males (% of male adults)","prevalence_of_current_tobacco_use_males_pct_of_male_adults"
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)","prevalence_of_overweight_weight_for_height_modeled_estimate_p"
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)","prevalence_of_overweight_weight_for_height_female_modeled_esti"
"Prevalence of overweight, weight for height, male (modeled estimate, % of children under 5)","prevalence_of_overweight_weight_for_height_male_modeled_estima"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","prevalence_of_stunting_height_for_age_modeled_estimate_pct_of"
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)","prevalence_of_stunting_height_for_age_female_modeled_estimate"
"Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)","prevalence_of_stunting_height_for_age_male_modeled_estimate_p"
"Suicide mortality rate (per 100,000 population)","suicide_mortality_rate_per_100000_population"
"Suicide mortality rate, female (per 100,000 female population)","suicide_mortality_rate_female_per_100000_female_population"
"Suicide mortality rate, male (per 100,000 male population)","suicide_mortality_rate_male_per_100000_male_population"
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","total_alcohol_consumption_per_capita_liters_of_pure_alcohol_pr"
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","total_alcohol_consumption_per_capita_female_liters_of_pure_alc"
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","total_alcohol_consumption_per_capita_male_liters_of_pure_alcoh"
"Vitamin A supplementation coverage rate (% of children ages 6-59 months)","vitamin_a_supplementation_coverage_rate_pct_of_children_ages_"
"Automated teller machines (ATMs) (per 100,000 adults)","automated_teller_machines_atms_per_100000_adults"
"Bank liquid reserves to bank assets ratio (%)","bank_liquid_reserves_to_bank_assets_ratio_pct"
"Borrowers from commercial banks (per 1,000 adults)","borrowers_from_commercial_banks_per_1000_adults"
"Commercial bank branches (per 100,000 adults)","commercial_bank_branches_per_100000_adults"
"Prevalence of undernourishment (% of population)","prevalence_of_undernourishment_pct_of_population"
"Risk of catastrophic expenditure for surgical care (% of people at risk)","risk_of_catastrophic_expenditure_for_surgical_care_pct_of_peo"
"Risk of impoverishing expenditure for surgical care (% of people at risk)","risk_of_impoverishing_expenditure_for_surgical_care_pct_of_pe"
"Depositors with commercial banks (per 1,000 adults)","depositors_with_commercial_banks_per_1000_adults"
"Firms that do not report all sales for tax purposes (% of firms)","firms_that_do_not_report_all_sales_for_tax_purposes_pct_of_fi"
"Fixed broadband subscriptions","fixed_broadband_subscriptions"
"Fixed broadband subscriptions (per 100 people)","fixed_broadband_subscriptions_per_100_people"
"Domestic general government health expenditure (% of general government expenditure)","domestic_general_government_health_expenditure_pct_of_general"
"Container port traffic (TEU: 20 foot equivalent units)","container_port_traffic_teu_20_foot_equivalent_units"
"Incidence of tuberculosis (per 100,000 people)","incidence_of_tuberculosis_per_100000_people"
"People using safely managed drinking water services (% of population)","people_using_safely_managed_drinking_water_services_pct_of_po"
"People using safely managed drinking water services, urban (% of urban population)","people_using_safely_managed_drinking_water_services_urban_pct"
"People using safely managed sanitation services (% of population)","people_using_safely_managed_sanitation_services_pct_of_popula"
"People using safely managed sanitation services, rural (% of rural population)","people_using_safely_managed_sanitation_services_rural_pct_of_"
"People using safely managed sanitation services, urban (% of urban population)","people_using_safely_managed_sanitation_services_urban_pct_of_"
"Tuberculosis case detection rate (%, all forms)","tuberculosis_case_detection_rate_pct_all_forms"
"Tuberculosis treatment success rate (% of new cases)","tuberculosis_treatment_success_rate_pct_of_new_cases"
"UHC service coverage index","uhc_service_coverage_index"
"People using safely managed drinking water services, rural (% of rural population)","people_using_safely_managed_drinking_water_services_rural_pct"
"ARI treatment (% of children under 5 taken to a health provider)","ari_treatment_pct_of_children_under_5_taken_to_a_health_provi"
"People practicing open defecation (% of population)","people_practicing_open_defecation_pct_of_population"
"People practicing open defecation, rural (% of rural population)","people_practicing_open_defecation_rural_pct_of_rural_populati"
"People practicing open defecation, urban (% of urban population)","people_practicing_open_defecation_urban_pct_of_urban_populati"
"People using at least basic drinking water services (% of population)","people_using_at_least_basic_drinking_water_services_pct_of_po"
"People using at least basic drinking water services, rural (% of rural population)","people_using_at_least_basic_drinking_water_services_rural_pct"
"People using at least basic drinking water services, urban (% of urban population)","people_using_at_least_basic_drinking_water_services_urban_pct"
"People using at least basic sanitation services (% of population)","people_using_at_least_basic_sanitation_services_pct_of_popula"
"People using at least basic sanitation services, rural (% of rural population)","people_using_at_least_basic_sanitation_services_rural_pct_of_"
"People using at least basic sanitation services, urban (% of urban population)","people_using_at_least_basic_sanitation_services_urban_pct_of_"
"Claims on other sectors of the domestic economy (% of GDP)","claims_on_other_sectors_of_the_domestic_economy_pct_of_gdp"
"CPIA building human resources rating (1=low to 6=high)","cpia_building_human_resources_rating_1_low_to_6_high"
"CPIA business regulatory environment rating (1=low to 6=high)","cpia_business_regulatory_environment_rating_1_low_to_6_high"
"CPIA debt policy rating (1=low to 6=high)","cpia_debt_policy_rating_1_low_to_6_high"
"CPIA economic management cluster average (1=low to 6=high)","cpia_economic_management_cluster_average_1_low_to_6_high"
"CPIA efficiency of revenue mobilization rating (1=low to 6=high)","cpia_efficiency_of_revenue_mobilization_rating_1_low_to_6_high"
"CPIA equity of public resource use rating (1=low to 6=high)","cpia_equity_of_public_resource_use_rating_1_low_to_6_high"
"CPIA financial sector rating (1=low to 6=high)","cpia_financial_sector_rating_1_low_to_6_high"
"CPIA fiscal policy rating (1=low to 6=high)","cpia_fiscal_policy_rating_1_low_to_6_high"
"CPIA gender equality rating (1=low to 6=high)","cpia_gender_equality_rating_1_low_to_6_high"
"CPIA macroeconomic management rating (1=low to 6=high)","cpia_macroeconomic_management_rating_1_low_to_6_high"
"CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","cpia_policies_for_social_inclusion_equity_cluster_average_1_lo"
"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","cpia_policy_and_institutions_for_environmental_sustainability"
"CPIA property rights and rule-based governance rating (1=low to 6=high)","cpia_property_rights_and_rule_based_governance_rating_1_low_to"
"CPIA public sector management and institutions cluster average (1=low to 6=high)","cpia_public_sector_management_and_institutions_cluster_averag"
