"indicator_name","table_name"
"Risk of catastrophic expenditure for surgical care (% of people at risk)","wdi_health_expenditure"
"Risk of impoverishing expenditure for surgical care (% of people at risk)","wdi_health_expenditure"
"Depositors with commercial banks (per 1,000 adults)","wdi_financial_sector_access"
"Firms that do not report all sales for tax purposes (% of firms)","wdi_business_environment"
"Fixed broadband subscriptions","wdi_technology_ict_usage"
"Fixed broadband subscriptions (per 100 people)","wdi_technology_ict_usage"
"Domestic general government health expenditure (% of general government expenditure)","wdi_health_expenditure"
"Container port traffic (TEU: 20 foot equivalent units)","wdi_infrastructure_transport"
"Incidence of tuberculosis (per 100,000 people)","wdi_health_disease_prevention"
"People using safely managed drinking water services (% of population)","wdi_infrastructure_utilities"
"People using safely managed drinking water services, urban (% of urban population)","wdi_infrastructure_utilities"
"People using safely managed sanitation services (% of population)","wdi_infrastructure_utilities"
"People using safely managed sanitation services, rural (% of rural population)","wdi_infrastructure_utilities"
"People using safely managed sanitation services, urban (% of urban population)","wdi_infrastructure_utilities"
"Tuberculosis case detection rate (%, all forms)","wdi_health_disease_prevention"
"Tuberculosis treatment success rate (% of new cases)","wdi_health_disease_prevention"
"UHC service coverage index","wdi_health_services"
"People using safely managed drinking water services, rural (% of rural population)","wdi_infrastructure_utilities"
"ARI treatment (% of children under 5 taken to a health provider)","wdi_health_disease_prevention"
"People practicing open defecation (% of population)","wdi_infrastructure_utilities"
"People practicing open defecation, rural (% of rural population)","wdi_infrastructure_utilities"
"People practicing open defecation, urban (% of urban population)","wdi_infrastructure_utilities"
"People using at least basic drinking water services (% of population)","wdi_infrastructure_utilities"
"People using at least basic drinking water services, rural (% of rural population)","wdi_infrastructure_utilities"
"People using at least basic drinking water services, urban (% of urban population)","wdi_infrastructure_utilities"
"People using at least basic sanitation services (% of population)","wdi_infrastructure_utilities"
"People using at least basic sanitation services, rural (% of rural population)","wdi_infrastructure_utilities"
"People using at least basic sanitation services, urban (% of urban population)","wdi_infrastructure_utilities"
"Claims on other sectors of the domestic economy (% of GDP)","wdi_financial_sector_stability"
"CPIA building human resources rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA business regulatory environment rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA debt policy rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA economic management cluster average (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA efficiency of revenue mobilization rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA equity of public resource use rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA financial sector rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA fiscal policy rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA gender equality rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA macroeconomic management rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA property rights and rule-based governance rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA public sector management and institutions cluster average (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA quality of budgetary and financial management rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA quality of public administration rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA social protection rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA structural policies cluster average (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA trade rating (1=low to 6=high)","wdi_governance_rule_of_law"
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","wdi_governance_rule_of_law"
"IDA resource allocation index (1=low to 6=high)","wdi_public_debt"
"Net bilateral aid flows from DAC donors, Czechia (current US$)","wdi_public_debt"
"Net bilateral aid flows from DAC donors, Hungary (current US$)","wdi_public_debt"
"Net bilateral aid flows from DAC donors, Poland (current US$)","wdi_public_debt"
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)","wdi_public_debt"
"Net official flows from UN agencies, UNAIDS (current US$)","wdi_public_debt"
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)","wdi_unemployment_youth"
"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)","wdi_unemployment_youth"
"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","wdi_unemployment_youth"
"Net bilateral aid flows from DAC donors, Estonia (current US$)","wdi_public_debt"
"Net bilateral aid flows from DAC donors, Lithuania (current US$)","wdi_public_debt"
"Net bilateral aid flows from DAC donors, Slovenia (current US$)","wdi_public_debt"
"Trademark applications, nonresident, by count","wdi_technology_innovation_rd"
"Trademark applications, resident, by count","wdi_technology_innovation_rd"
"Agricultural irrigated land (% of total agricultural land)","wdi_agriculture_land"
"Average working hours of children, study and work, ages 7-14 (hours per week)","wdi_employment_by_sector"
"Average working hours of children, study and work, female, ages 7-14 (hours per week)","wdi_employment_by_sector"
"Average working hours of children, study and work, male, ages 7-14 (hours per week)","wdi_employment_by_sector"
"Average working hours of children, working only, ages 7-14 (hours per week)","wdi_employment_by_sector"
"Average working hours of children, working only, female, ages 7-14 (hours per week)","wdi_employment_by_sector"
"Average working hours of children, working only, male, ages 7-14 (hours per week)","wdi_employment_by_sector"
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)","wdi_employment_by_sector"
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)","wdi_employment_by_sector"
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)","wdi_employment_by_sector"
"Children in employment, wage workers (% of children in employment, ages 7-14)","wdi_employment_by_sector"
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)","wdi_employment_by_sector"
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)","wdi_employment_by_sector"
"Completeness of birth registration (%)","wdi_health_services"
"Completeness of birth registration, rural (%)","wdi_health_services"
"Completeness of birth registration, urban (%)","wdi_health_services"
"Use of insecticide-treated bed nets (% of under-5 population)","wdi_health_disease_prevention"
"People with basic handwashing facilities including soap and water (% of population)","wdi_infrastructure_utilities"
"People with basic handwashing facilities including soap and water, rural (% of rural population)","wdi_infrastructure_utilities"
"People with basic handwashing facilities including soap and water, urban (% of urban population)","wdi_infrastructure_utilities"
"Female share of employment in senior and middle management (%)","wdi_gender_women_empowerment"
"Poverty headcount ratio at national poverty lines (% of population)","wdi_poverty_headcount"
"Child employment in agriculture (% of economically active children ages 7-14)","wdi_employment_by_sector"
"Child employment in manufacturing (% of economically active children ages 7-14)","wdi_employment_by_sector"
"Child employment in services (% of economically active children ages 7-14)","wdi_employment_by_sector"
"Female primary school age children out-of-school (%)","wdi_education_enrollment"
"Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold","wdi_education_quality_expenditure"
"Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","wdi_poverty_headcount"
"Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","wdi_poverty_headcount"
"Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","wdi_poverty_headcount"
"Male primary school age children out-of-school (%)","wdi_education_enrollment"
"Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold","wdi_education_quality_expenditure"
"Primary school age children out-of-school (%)","wdi_education_enrollment"
"Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold","wdi_education_quality_expenditure"
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","wdi_gender_women_empowerment"
"Women who believe a husband is justified in beating his wife (any of five reasons) (%)","wdi_gender_women_empowerment"
"Women who believe a husband is justified in beating his wife when she argues with him (%)","wdi_gender_women_empowerment"
"Women who believe a husband is justified in beating his wife when she burns the food (%)","wdi_gender_women_empowerment"
"Women who believe a husband is justified in beating his wife when she goes out without telling him (%)","wdi_gender_women_empowerment"
"Women who believe a husband is justified in beating his wife when she neglects the children (%)","wdi_gender_women_empowerment"
"Women who believe a husband is justified in beating his wife when she refuses sex with him (%)","wdi_gender_women_empowerment"
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","wdi_gender_women_empowerment"
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","wdi_gender_women_empowerment"
"Bank capital to assets ratio (%)","wdi_financial_sector_stability"
"Bank nonperforming loans to total gross loans (%)","wdi_financial_sector_stability"
"Claims on other sectors of the domestic economy (annual growth as % of broad money)","wdi_financial_sector_stability"
"Average time to clear imports through customs (days)","wdi_business_environment"
"Average time to clear exports through customs (days)","wdi_business_environment"
"Firms expected to give gifts in meetings with tax officials (% of firms)","wdi_business_environment"
"Firms offering formal training (% of firms)","wdi_business_environment"
"Firms using banks to finance investment (% of firms)","wdi_business_environment"
"Firms using banks to finance working capital (% of firms)","wdi_business_environment"
"Informal payments to public officials (% of firms)","wdi_business_environment"
"Time spent dealing with the requirements of government regulations (% of senior management time)","wdi_business_environment"
"Time to obtain an electrical connection (days)","wdi_business_environment"
"Individuals using the Internet, female (% of female population)","wdi_technology_ict_usage"
"Individuals using the Internet, male (% of male population)","wdi_technology_ict_usage"
"Child employment in agriculture, female (% of female economically active children ages 7-14)","wdi_employment_by_sector"
"Child employment in agriculture, male (% of male economically active children ages 7-14)","wdi_employment_by_sector"
"Child employment in manufacturing, female (% of female economically active children ages 7-14)","wdi_employment_by_sector"
"Child employment in manufacturing, male (% of male economically active children ages 7-14)","wdi_employment_by_sector"
"Child employment in services, female (% of female economically active children ages 7-14)","wdi_employment_by_sector"
"Child employment in services, male (% of male economically active children ages 7-14)","wdi_employment_by_sector"
"Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100)","wdi_governance_rule_of_law"
"Adequacy of social insurance programs (% of total welfare of beneficiary households)","wdi_social_protection_safety_nets"
"Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","wdi_social_protection_safety_nets"
"Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)","wdi_social_protection_safety_nets"
"Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","wdi_social_protection_safety_nets"
"Coverage of social insurance programs (% of population)","wdi_social_protection_safety_nets"
"Coverage of social insurance programs in 2nd quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of social insurance programs in 3rd quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of social insurance programs in 4th quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of social insurance programs in poorest quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of social insurance programs in richest quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of social protection and labor programs (% of population)","wdi_social_protection_safety_nets"
"Completeness of birth registration, female (%)","wdi_health_services"
"Completeness of birth registration, male (%)","wdi_health_services"
"Adequacy of social safety net programs (% of total welfare of beneficiary households)","wdi_social_protection_safety_nets"
"Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)","wdi_social_protection_safety_nets"
"Coverage of social safety net programs (% of population)","wdi_social_protection_safety_nets"
"Coverage of social safety net programs in 2nd quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of social safety net programs in 3rd quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of social safety net programs in 4th quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of social safety net programs in poorest quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of social safety net programs in richest quintile (% of population)","wdi_social_protection_safety_nets"
"Diabetes prevalence (% of population ages 20 to 79)","wdi_health_disease_prevention"
"Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100)","wdi_governance_rule_of_law"
"Firms with female participation in ownership (% of firms)","wdi_business_environment"
"Children in employment, self-employed (% of children in employment, ages 7-14)","wdi_employment_by_sector"
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)","wdi_employment_by_sector"
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)","wdi_employment_by_sector"
"Primary government expenditures as a proportion of original approved budget (%)","wdi_public_finance_expenditure"
"Survey mean consumption or income per capita, bottom 40% of population (2021 PPP $ per day)","wdi_poverty_headcount"
"Survey mean consumption or income per capita, total population (2021 PPP $ per day)","wdi_poverty_headcount"
"Net official flows from UN agencies, IAEA (current US$)","wdi_public_debt"
"New business density (new registrations per 1,000 people ages 15-64)","wdi_business_environment"
"Lead time to export, median case (days)","wdi_business_environment"
"Lead time to import, median case (days)","wdi_business_environment"
"Logistics performance index: Ability to track and trace consignments (1=low to 5=high)","wdi_business_environment"
"Logistics performance index: Competence and quality of logistics services (1=low to 5=high)","wdi_business_environment"
"Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","wdi_business_environment"
"Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)","wdi_business_environment"
"Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)","wdi_business_environment"
"Logistics performance index: Overall (1=low to 5=high)","wdi_business_environment"
"Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)","wdi_business_environment"
"Net official flows from UN agencies, UNPBF (current US$)","wdi_public_debt"
"High-technology exports (% of manufactured exports)","wdi_technology_innovation_rd"
"High-technology exports (current US$)","wdi_technology_innovation_rd"
"Number of surgical procedures (per 100,000 population)","wdi_health_services"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49)","wdi_gender_women_empowerment"
"Internally displaced persons, new displacement associated with disasters (number of cases)","wdi_migration_refugees"
"Net official flows from UN agencies, UNECE (current US$)","wdi_public_debt"
"Time required to obtain an operating license (days)","wdi_business_environment"
"Internally displaced people (IDP) by country or territory of asylum / origin","wdi_migration_refugees"
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)","wdi_migration_refugees"
"Net official flows from UN agencies, WHO (current US$)","wdi_public_debt"
"Coverage of unemployment benefits and ALMP (% of population)","wdi_social_protection_safety_nets"
"Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of unemployment benefits and ALMP in 3rd quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of unemployment benefits and ALMP in 4th quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of unemployment benefits and ALMP in poorest quintile (% of population)","wdi_social_protection_safety_nets"
"Coverage of unemployment benefits and ALMP in richest quintile (% of population)","wdi_social_protection_safety_nets"
"Liner shipping connectivity index (maximum value in 2004 = 100)","wdi_infrastructure_transport"
"New businesses registered (number)","wdi_business_environment"
"Bribery incidence (% of firms experiencing at least one bribe payment request)","wdi_business_environment"
"Firms competing against unregistered firms (% of firms)","wdi_business_environment"
"Firms experiencing electrical outages (% of firms)","wdi_business_environment"
"Firms exporting directly at least 10% of sales (% of firms)","wdi_business_environment"
"Firms visited or required meetings with tax officials (% of firms)","wdi_business_environment"
"Firms with a bank loan/line of credit (% of firms)","wdi_business_environment"
"Firms with at least 10% foreign ownership","wdi_business_environment"
"Number of visits or required meetings with tax officials (average for affected firms)","wdi_business_environment"
"Value lost due to electrical outages (% of sales for affected firms)","wdi_business_environment"
"Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","wdi_social_protection_safety_nets"
"Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits)","wdi_social_protection_safety_nets"
"Firms formally registered when operations started (% of firms)","wdi_business_environment"
"Firms that introduced a new product/service and process, and spent on R&D","wdi_business_environment"
"Firms with female top manager (% of firms)","wdi_business_environment"
"Multidimensional poverty headcount ratio (World Bank) (% of population)","wdi_poverty_headcount"
"Forcibly displaced people","wdi_migration_refugees"
"Secure Internet servers (per 1 million people)","wdi_technology_ict_usage"
"Droughts, floods, extreme temperatures (% of population, average 1990-2009)","wdi_environment_resources"
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","wdi_gender_women_empowerment"
"Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)","wdi_financial_sector_access"
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","wdi_financial_sector_access"
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","wdi_financial_sector_access"
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","wdi_financial_sector_access"
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","wdi_financial_sector_access"
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","wdi_financial_sector_access"
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","wdi_financial_sector_access"
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","wdi_financial_sector_access"
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","wdi_financial_sector_access"
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","wdi_education_attainment_literacy"
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","wdi_education_attainment_literacy"
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","wdi_education_attainment_literacy"
"Secure Internet servers","wdi_technology_ict_usage"
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","wdi_education_attainment_literacy"
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","wdi_education_attainment_literacy"
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","wdi_education_attainment_literacy"
"Human capital index (HCI) (scale 0-1)","wdi_health_services"
"Human capital index (HCI), female (scale 0-1)","wdi_health_services"
"Human capital index (HCI), female, lower bound (scale 0-1)","wdi_health_services"
"Human capital index (HCI), female, upper bound (scale 0-1)","wdi_health_services"
"Human capital index (HCI), lower bound (scale 0-1)","wdi_health_services"
"Human capital index (HCI), male (scale 0-1)","wdi_health_services"
"Human capital index (HCI), male, lower bound (scale 0-1)","wdi_health_services"
"Human capital index (HCI), male, upper bound (scale 0-1)","wdi_health_services"
"Human capital index (HCI), upper bound (scale 0-1)","wdi_health_services"
"Specialist surgical workforce (per 100,000 population)","wdi_health_services"
"Firms where largest owner is also the top manager (% of firms)","wdi_business_environment"
"Net official flows from UN agencies, ILO (current US$)","wdi_public_debt"
"Disaster risk reduction progress score (1-5 scale; 5=best)","wdi_environment_resources"
"Multidimensional poverty headcount ratio (UNDP) (% of population)","wdi_poverty_headcount"
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","wdi_income_inequality"
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","wdi_income_inequality"
"Marine protected areas (% of territorial waters)","wdi_environment_resources"
"Net official flows from UN agencies, FAO (current US$)","wdi_public_debt"
"Terrestrial and marine protected areas (% of total territorial area)","wdi_environment_resources"
"Terrestrial protected areas (% of total land area)","wdi_environment_resources"
"Net official flows from UN agencies, CERF (current US$)","wdi_public_debt"
"Net official flows from UN agencies, UNEP (current US$)","wdi_public_debt"
"Net official flows from UN agencies, UNWTO (current US$)","wdi_public_debt"
"Bird species, threatened","wdi_environment_resources"
"Fish species, threatened","wdi_environment_resources"
"Mammal species, threatened","wdi_environment_resources"
"Plant species (higher), threatened","wdi_environment_resources"
"Other people in need of international protection by country or territory of asylum","wdi_migration_refugees"
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","wdi_fertility_mortality"
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)","wdi_fertility_mortality"
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)","wdi_fertility_mortality"
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","wdi_fertility_mortality"
"Average transaction cost of sending remittances to a specific country (%)","wdi_balance_of_payments"
"Prevalence of moderate or severe food insecurity in the population (%)","wdi_health_nutrition"
"Prevalence of severe food insecurity in the population (%)","wdi_health_nutrition"
"Statistical performance indicators (SPI): Overall score (scale 0-100)","wdi_governance_rule_of_law"
"Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100)","wdi_governance_rule_of_law"
"Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100)","wdi_governance_rule_of_law"
"Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100)","wdi_governance_rule_of_law"
"Net official flows from UN agencies, UNCDF (current US$)","wdi_public_debt"
"Net official flows from UN agencies, UNIDO (current US$)","wdi_public_debt"
"Net official flows from UN agencies, WTO-ITC (current US$)","wdi_public_debt"
"Net official flows from UN agencies, UNCTAD (current US$)","wdi_public_debt"
"Other people in need of international protection by country or territory of origin","wdi_migration_refugees"
"Firms that are fully credit constrained (% of firms)","wdi_business_environment"
"Firms that are partially credit constrained (% of firms)","wdi_business_environment"
"Average transaction cost of sending remittances from a specific country (%)","wdi_balance_of_payments"
"Management practices index","wdi_business_environment"
"Net official flows from UN agencies, SDGFUND (current US$)","wdi_public_debt"
"Net official flows from UN agencies, SPRP (current US$)","wdi_public_debt"
"Net official flows from UN agencies, UNCOVID (current US$)","wdi_public_debt"
"Net official flows from UN agencies, UNWOMEN (current US$)","wdi_public_debt"
"Present value of external debt (current US$)","wdi_public_debt"
"Present value of external debt (% of GNI)","wdi_public_debt"
"Present value of external debt (% of exports of goods, services and primary income)","wdi_public_debt"
"Firms adopting energy management measures to reduce emissions (% of firms)","wdi_business_environment"
"Firms filling taxes electronically (% of firms)","wdi_business_environment"
"Firms monitoring own CO2 emissions (% of firms)","wdi_business_environment"
"Firms that use a third party to resolve commercial disputes (% of firms)","wdi_business_environment"
"B-READY: Business Entry Pillar 1: Quality of Regulations for Business Entry","wdi_business_environment"
"B-READY: Business Entry Pillar 2: Digital Public Services and Transparency of Information for Business Entry","wdi_business_environment"
"B-READY: Business Entry Pillar 3: Operational Efficiency of Business Entry","wdi_business_environment"
"B-READY: Business Entry: Overall Score","wdi_business_environment"
"B-READY: Business Insolvency Pillar 1: Quality of Regulations for Judicial Insolvency Proceedings","wdi_business_environment"
"B-READY: Business Insolvency Pillar 2: Quality of Institutional and Operational Infrastructure for Judicial Insolvency Proceedings","wdi_business_environment"
"B-READY: Business Insolvency Pillar 3: Operational Efficiency of Resolving Judicial Insolvency Proceedings","wdi_business_environment"
"B-READY: Business Insolvency: Overall Score","wdi_business_environment"
"B-READY: Business Location Pillar 1: Quality of Regulations for Business Location","wdi_business_environment"
"B-READY: Business Location Pillar 2: Quality of Public Services and Transparency of Information for Business Location","wdi_business_environment"
"B-READY: Business Location Pillar 3: Operational Efficiency of Establishing a Business Location","wdi_business_environment"
"B-READY: Business Location: Overall Score","wdi_business_environment"
"B-READY: Dispute Resolution Pillar 1: Quality of Regulations for Dispute Resolution","wdi_business_environment"
"B-READY: Dispute Resolution Pillar 2: Public Services for Dispute Resolution","wdi_business_environment"
"B-READY: Dispute Resolution Pillar 3:  Ease of Resolving a Commercial Dispute","wdi_business_environment"
"B-READY: Dispute Resolution: Overall Score","wdi_business_environment"
"B-READY: Financial Services Pillar 1: Quality of Regulations for Financial Services","wdi_business_environment"
"B-READY: Financial Services Pillar 2: Accessibility of Information in Credit Infrastructure","wdi_business_environment"
"B-READY: Financial Services Pillar 3: Operational Efficiency of Receiving Financial Services","wdi_business_environment"
"B-READY: Financial Services: Overall Score","wdi_business_environment"
"B-READY: International Trade Pillar 1: Quality of Regulations for International Trade","wdi_business_environment"
"B-READY: International Trade Pillar 2: Quality of Public Services for the Facilitation of International Trade","wdi_business_environment"
"B-READY: International Trade Pillar 3: Efficiency of Importing Goods, Exporting Goods, and Engaging in Digital Trade","wdi_business_environment"
"B-READY: International Trade: Overall Score","wdi_business_environment"
"B-READY: Labor Pillar 1: Quality of Labor Regulations","wdi_business_environment"
"B-READY: Labor Pillar 2: Adequacy of Public Services for Labor","wdi_business_environment"
"B-READY: Labor Pillar 3: Operational Efficiency of Labor Regulations and Public Services in Practice","wdi_business_environment"
"B-READY: Labor: Overall Score","wdi_business_environment"
"B-READY: Market Competition Pillar 1: Quality of Regulations that Promote Market Competition","wdi_business_environment"
"B-READY: Market Competition Pillar 2: Public Services that Promote Market Competition","wdi_business_environment"
"B-READY: Market Competition Pillar 3:  Implementation of Key Services Promoting Market Competition","wdi_business_environment"
"B-READY: Market Competition: Overall Score","wdi_business_environment"
"B-READY: Pillar 1: Regulatory Framework","wdi_business_environment"
"B-READY: Pillar 2: Public Services","wdi_business_environment"
"B-READY: Pillar 3: Operational Efficiency","wdi_business_environment"
"B-READY: Taxation Pillar 1: Quality of Regulations on Taxation","wdi_business_environment"
"B-READY: Taxation Pillar 2: Public Services Provided by the Tax Administration","wdi_business_environment"
"B-READY: Taxation Pillar 3: Operational Efficiency of Tax Systems in Practice","wdi_business_environment"
"B-READY: Taxation: Overall Score","wdi_business_environment"
"B-READY: Utility Services Pillar 1: Quality of Regulations on Utility Services","wdi_business_environment"
"B-READY: Utility Services Pillar 2: Quality of Governance and Transparency of Utility Services","wdi_business_environment"
"B-READY: Utility Services Pillar 3: Operational Efficiency of Utility Service Provision","wdi_business_environment"
"B-READY: Utility Services: Overall Score","wdi_business_environment"
